Datetime,DATE        ,TIME            ,A_PM01          ,W_PM01,VA_PM01         ,VAR_PM01        ,VLL_PM01        ,VLN_PM01        ,PF_PM01         
27/07/2017 07:15,27/07/2017,07:15:00,155.43847,50216.15243,106242.6153,-92803.7513,395.27932,228.2319,n/a             
27/07/2017 07:30,27/07/2017,07:30:00,154.42376,50332.52782,104669.8235,-91021.87552,392.16306,226.41943,n/a             
27/07/2017 07:45,27/07/2017,07:45:00,156.70059,56929.14332,105787.6417,-88456.74332,390.07614,225.21814,n/a             
27/07/2017 08:00,27/07/2017,08:00:00,157.24522,59121.07153,106287.8352,-87473.05929,390.36334,225.38018,n/a             
27/07/2017 08:15,27/07/2017,08:15:00,160.8068,64471.99449,107678.1543,-85176.93299,386.85155,223.35245,n/a             
27/07/2017 08:30,27/07/2017,08:30:00,159.22154,67691.72873,106429.8406,-80968.30582,386.06253,222.89659,n/a             
27/07/2017 08:45,27/07/2017,08:45:00,147.8711,56682.3987,98598.61328,-79820.21024,385.4709,222.55502,n/a             
27/07/2017 09:00,27/07/2017,09:00:00,144.98819,54714.65681,96441.33915,-78456.9145,384.54795,222.02221,n/a             
27/07/2017 09:15,27/07/2017,09:15:00,156.40415,70408.41554,103824.5411,-74898.93351,383.80933,221.59588,n/a             
27/07/2017 09:30,27/07/2017,09:30:00,159.1884,72292.94653,105709.5311,-75836.29896,383.65306,221.51035,n/a             
27/07/2017 09:45,27/07/2017,09:45:00,158.31238,72089.05707,104927.7347,-75083.05642,382.79437,221.00418,n/a             
27/07/2017 10:00,27/07/2017,10:00:00,156.12254,68355.51523,103593.1344,-76634.37109,383.37201,221.34343,n/a             
27/07/2017 10:15,27/07/2017,10:15:00,160.03693,73192.14579,106182.6445,-75772.54193,383.31888,221.30755,n/a             
27/07/2017 10:30,27/07/2017,10:30:00,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             
27/07/2017 10:45,27/07/2017,10:45:00,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             
27/07/2017 11:00,27/07/2017,11:00:00,153.58259,68979.56885,101685.5002,-73626.29583,382.70322,220.96081,-0.67638
27/07/2017 11:15,27/07/2017,11:15:00,157.62575,71691.60688,104320.0411,-74561.8839,382.88298,221.06081,-0.68496
27/07/2017 11:30,27/07/2017,11:30:00,158.51837,75379.99933,105067.4662,-71897.44061,383.15883,221.19648,-0.71491
27/07/2017 11:45,27/07/2017,11:45:00,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             
27/07/2017 12:00,27/07/2017,12:00:00,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             
27/07/2017 12:15,27/07/2017,12:15:00,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             
27/07/2017 12:30,27/07/2017,12:30:00,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             
27/07/2017 12:45,27/07/2017,12:45:00,152.53009,66141.49946,101982.6668,-76452.26287,386.24165,223.00033,-0.64602
27/07/2017 13:00,27/07/2017,13:00:00,155.01514,66786.34019,103566.7688,-77992.31102,385.91792,222.80989,-0.64218
27/07/2017 13:15,27/07/2017,13:15:00,157.41221,67320.38516,105534.0541,-80113.65582,387.46871,223.70665,-0.63514
27/07/2017 13:30,27/07/2017,13:30:00,153.69387,64937.30126,102782.9022,-78539.77674,386.30654,223.04357,-0.62928
27/07/2017 13:45,27/07/2017,13:45:00,148.05567,60744.91081,99532.4395,-77942.60686,388.35877,224.22281,-0.61024
27/07/2017 14:00,27/07/2017,14:00:00,150.59149,60748.7197,101094.6562,-79756.53854,387.87401,223.93572,-0.59962
27/07/2017 14:15,27/07/2017,14:15:00,149.87253,60169.91645,100446.3239,-79260.01267,387.25412,223.57628,-0.59704
27/07/2017 14:30,27/07/2017,14:30:00,149.71864,60111.8645,99682.2066,-78576.44722,384.89845,222.22195,-0.60283
27/07/2017 14:45,27/07/2017,14:45:00,151.75579,62194.93225,101574.6875,-79254.85477,387.14366,223.52393,-0.61203
27/07/2017 15:00,27/07/2017,15:00:00,150.94313,61270.20278,100880.4833,-79073.13811,386.03569,222.89615,-0.60718
27/07/2017 15:15,27/07/2017,15:15:00,152.68615,62549.13898,101865.8997,-79390.96762,385.61821,222.63445,-0.61392
27/07/2017 15:30,27/07/2017,15:30:00,152.55468,63803.2497,101464.6097,-77833.67439,384.24329,221.84204,-0.62853
27/07/2017 15:45,27/07/2017,15:45:00,150.96343,61533.55942,100480.8207,-78303.92708,384.77495,222.13543,-0.61236
27/07/2017 16:00,27/07/2017,16:00:00,152.45124,55974.35339,102042.0236,-84256.47995,387.2129,223.57255,-0.54858
27/07/2017 16:15,27/07/2017,16:15:00,151.47629,55084.84905,101942.7766,-84678.65035,389.16212,224.69899,-0.54023
27/07/2017 16:30,27/07/2017,16:30:00,151.88262,54130.01654,102584.2412,-86067.05339,390.44239,225.42565,-0.52746
27/07/2017 16:45,27/07/2017,16:45:00,152.54732,55761.13694,103203.1188,-85776.47804,391.1414,225.82929,-0.54024
27/07/2017 17:00,27/07/2017,17:00:00,150.94107,53601.57352,101517.6518,-85321.38672,388.7577,224.45306,-0.52796
27/07/2017 17:15,27/07/2017,17:15:00,152.30114,53003.7056,102925.5245,-87373.94852,390.71788,225.58483,-0.51478
27/07/2017 17:30,27/07/2017,17:30:00,150.94334,50475.14918,102225.742,-88004.8625,391.26966,225.90341,-0.49369
27/07/2017 17:45,27/07/2017,17:45:00,152.10095,51323.72622,103090.1592,-88495.62604,391.72828,226.16804,-0.49757
27/07/2017 18:00,27/07/2017,18:00:00,151.345,50740.76224,102643.1814,-88335.45469,392.15655,226.41523,-0.49421
27/07/2017 18:15,27/07/2017,18:15:00,152.21663,51684.68763,103145.8963,-88427.58186,391.80594,226.21696,-0.50105
27/07/2017 18:30,27/07/2017,18:30:00,150.66841,49441.89258,102220.0214,-88611.01224,392.2636,226.47719,-0.48354
27/07/2017 18:45,27/07/2017,18:45:00,149.47203,51258.71775,100924.6239,-85946.92691,391.19324,225.86774,-0.50779
27/07/2017 19:00,27/07/2017,19:00:00,148.71011,50886.78342,100358.3209,-85642.53707,390.92112,225.69073,-0.50688
27/07/2017 19:15,27/07/2017,19:15:00,149.76932,52794.98043,101507.7875,-85790.3941,392.47306,226.62593,-0.52008
27/07/2017 19:30,27/07/2017,19:30:00,149.95152,54955.1895,101216.7533,-84015.27057,391.2193,225.87436,-0.54271
27/07/2017 19:45,27/07/2017,19:45:00,149.04949,53060.72361,100742.7828,-84772.9322,391.11001,225.81108,-0.52662
27/07/2017 20:00,27/07/2017,20:00:00,150.57227,53521.88607,102043.0031,-85916.92509,392.28202,226.48783,-0.52427
27/07/2017 20:15,27/07/2017,20:15:00,150.85074,54810.26085,102381.7625,-85538.56293,393.20499,227.02054,-0.53522
27/07/2017 20:30,27/07/2017,20:30:00,153.22406,56612.91571,103733.4418,-86027.4355,392.59874,226.6706,-0.54554
27/07/2017 20:45,27/07/2017,20:45:00,154.83851,59790.68164,103916.5484,-84058.48958,389.24467,224.73428,-0.57521
27/07/2017 21:00,27/07/2017,21:00:00,158.51564,64859.02856,106022.3407,-83084.88854,387.57056,223.76775,-0.61145
27/07/2017 21:15,27/07/2017,21:15:00,157.24763,62393.64514,105251.6724,-84062.83759,387.13516,223.5168,-0.59264
27/07/2017 21:30,27/07/2017,21:30:00,158.69378,64856.57856,106169.6825,-83338.11884,387.04932,223.46714,-0.61072
27/07/2017 21:45,27/07/2017,21:45:00,158.3284,65597.18806,106112.8267,-82654.85842,387.50253,223.7288,-0.6179
27/07/2017 22:00,27/07/2017,22:00:00,156.9075,63930.02967,105326.9951,-82990.38369,387.81971,223.91229,-0.60681
27/07/2017 22:15,27/07/2017,22:15:00,159.29802,66417.21207,107010.6826,-83142.62457,388.089,224.06781,-0.62027
27/07/2017 22:30,27/07/2017,22:30:00,160.2646,68204.9227,107551.2198,-82441.70443,387.74339,223.86861,-0.63409
27/07/2017 22:45,27/07/2017,22:45:00,160.12224,67260.75243,107528.7094,-83190.65564,388.67893,224.40861,-0.62541
27/07/2017 23:00,27/07/2017,23:00:00,159.89061,66980.4727,107548.1309,-83469.18429,389.62715,224.95622,-0.62271
27/07/2017 23:15,27/07/2017,23:15:00,163.30883,70592.83269,110265.5133,-84029.02669,390.48987,225.45447,-0.63989
27/07/2017 23:30,27/07/2017,23:30:00,162.59002,69867.76372,109966.8552,-84301.29705,390.83197,225.65217,-0.63529
27/07/2017 23:45,27/07/2017,23:45:00,160.58704,68230.98016,108076.0258,-83247.77986,389.18022,224.69861,-0.63122
28/07/2017 00:00,28/07/2017,00:00:00,160.71757,66826.8102,108568.077,-84933.93976,390.60241,225.51939,-0.61539
28/07/2017 00:15,28/07/2017,00:15:00,161.90699,66945.18155,109111.8036,-85482.37422,389.29117,224.7757,-0.61326
28/07/2017 00:30,28/07/2017,00:30:00,159.68904,63711.87283,107888.3532,-86488.39722,390.42187,225.42875,-0.59044
28/07/2017 00:45,28/07/2017,00:45:00,160.3198,63644.70282,108430.2182,-87161.78047,390.88041,225.67811,-0.58676
28/07/2017 01:00,28/07/2017,01:00:00,155.77103,57805.47248,105292.2668,-87411.5546,390.90528,225.72324,-0.54886
28/07/2017 01:15,28/07/2017,01:15:00,156.21823,57729.73872,105495.8466,-87764.2105,390.49991,225.49024,-0.54705
28/07/2017 01:30,28/07/2017,01:30:00,158.35186,59819.16285,107291.9608,-88557.47509,391.67231,226.13491,-0.55747
28/07/2017 01:45,28/07/2017,01:45:00,157.05966,58576.76576,106543.4685,-88488.99809,392.07773,226.37034,-0.54977
28/07/2017 02:00,28/07/2017,02:00:00,158.12624,59521.53446,107063.1662,-88500.90182,391.63208,226.1206,-0.55574
28/07/2017 02:15,28/07/2017,02:15:00,156.50137,57431.73511,106178.5423,-88814.51554,392.25096,226.48995,-0.54083
28/07/2017 02:30,28/07/2017,02:30:00,154.88295,54630.70642,104730.2604,-88861.3704,391.10448,225.80833,-0.52157
28/07/2017 02:45,28/07/2017,02:45:00,154.29951,53930.4036,104534.6711,-89053.98359,391.99008,226.34566,-0.5158
28/07/2017 03:00,28/07/2017,03:00:00,153.7736,54008.08715,103996.4588,-88370.55668,391.19969,225.86771,-0.51922
28/07/2017 03:15,28/07/2017,03:15:00,153.29626,52129.42283,103604.9954,-89116.18793,390.816,225.6419,-0.50314
28/07/2017 03:30,28/07/2017,03:30:00,152.46496,51024.66975,102901.9462,-88911.40651,390.03376,225.19035,-0.49579
28/07/2017 03:45,28/07/2017,03:45:00,153.44986,53001.85234,103678.4436,-88659.70347,390.3877,225.40838,-0.51098
28/07/2017 04:00,28/07/2017,04:00:00,152.47611,51793.73971,102931.8924,-88480.36076,390.19675,225.28449,-0.50311
28/07/2017 04:15,28/07/2017,04:15:00,153.45993,54782.53047,104342.3038,-88291.67917,393.07065,226.94934,-0.52489
28/07/2017 04:30,28/07/2017,04:30:00,153.44576,53981.70625,104470.2121,-88966.91632,393.58138,227.23843,-0.51665
28/07/2017 04:45,28/07/2017,04:45:00,153.31809,56029.34232,104433.2778,-87656.31415,393.59433,227.24608,-0.53636
28/07/2017 05:00,28/07/2017,05:00:00,153.02737,54628.81892,104053.8123,-88103.90686,393.01104,226.90923,-0.52495
28/07/2017 05:15,28/07/2017,05:15:00,152.98054,54705.65321,104203.5101,-88249.10833,393.51543,227.20045,-0.52497
28/07/2017 05:30,28/07/2017,05:30:00,153.03499,55247.59136,104221.9068,-87920.68637,393.52651,227.20664,-0.53001
28/07/2017 05:45,28/07/2017,05:45:00,152.06092,53926.78012,103112.3189,-87403.78142,391.8666,226.24813,-0.52279
28/07/2017 06:00,28/07/2017,06:00:00,152.21552,53340.8635,103435.7555,-88198.12786,392.50123,226.63402,-0.51566
28/07/2017 06:15,28/07/2017,06:15:00,153.07739,54965.75486,103931.3876,-87753.63047,392.30987,226.50417,-0.52881
28/07/2017 06:30,28/07/2017,06:30:00,152.65823,51741.35013,104138.8581,-89688.19167,394.04473,227.50534,-0.49674
28/07/2017 06:45,28/07/2017,06:45:00,149.62728,47101.09414,101407.4556,-89192.72856,391.62943,226.11538,-0.46444
28/07/2017 07:00,28/07/2017,07:00:00,148.50758,48149.24596,100801.9798,-87868.28073,392.19985,226.44082,-0.47749
28/07/2017 07:15,28/07/2017,07:15:00,149.51777,46199.30655,101323.9087,-89532.67422,391.75042,226.18105,-0.45584
28/07/2017 07:30,28/07/2017,07:30:00,149.94498,47965.54905,101040.346,-88308.15634,389.93114,225.13046,-0.47458
28/07/2017 07:45,28/07/2017,07:45:00,150.2016,51050.06272,101049.7823,-86556.05556,388.88435,224.52634,-0.50515
28/07/2017 08:00,28/07/2017,08:00:00,149.8876,55316.62144,100660.934,-83343.22153,388.1487,224.10137,-0.54922
28/07/2017 08:15,28/07/2017,08:15:00,152.18586,58674.07652,101761.0335,-82342.45929,386.5648,223.18757,-0.57646
28/07/2017 08:30,28/07/2017,08:30:00,151.93863,60756.32391,101603.3316,-80569.85938,386.71369,223.27261,-0.59737
28/07/2017 08:45,28/07/2017,08:45:00,185.64866,96741.39991,123382.078,-75449.92248,384.02273,221.71894,-0.7818
28/07/2017 09:00,28/07/2017,09:00:00,183.42845,94746.07856,122286.2082,-76401.69401,385.09023,222.33543,-0.7744
28/07/2017 09:15,28/07/2017,09:15:00,196.36977,106183.1148,130591.5769,-74838.44132,384.1357,221.78456,-0.8114
28/07/2017 09:30,28/07/2017,09:30:00,188.02669,98927.9724,124769.254,-74944.30998,383.32973,221.29309,-0.79171
28/07/2017 09:45,28/07/2017,09:45:00,184.97496,97435.35772,122911.0563,-73741.45156,383.79675,221.60404,-0.79181
28/07/2017 10:00,28/07/2017,10:00:00,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             
28/07/2017 10:15,28/07/2017,10:15:00,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             
28/07/2017 10:30,28/07/2017,10:30:00,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             
28/07/2017 10:45,28/07/2017,10:45:00,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             
28/07/2017 11:00,28/07/2017,11:00:00,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             
28/07/2017 11:15,28/07/2017,11:15:00,214.54146,124461.3855,142308.8203,-68005.56128,383.03037,221.14652,-0.87398
28/07/2017 11:30,28/07/2017,11:30:00,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             
28/07/2017 11:45,28/07/2017,11:45:00,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             
28/07/2017 12:00,28/07/2017,12:00:00,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             
28/07/2017 12:15,28/07/2017,12:15:00,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             
28/07/2017 12:30,28/07/2017,12:30:00,178.87811,92071.46119,119459.5484,-74688.42213,385.73586,222.70801,-0.76806
28/07/2017 12:45,28/07/2017,12:45:00,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             ,n/a             
28/07/2017 13:00,28/07/2017,13:00:00,159.72946,74264.1498,107102.801,-76121.16338,387.42273,223.68833,-0.69172
28/07/2017 13:15,28/07/2017,13:15:00,154.63475,68422.03501,104127.4249,-77542.15775,389.21973,224.71983,-0.6566
28/07/2017 13:30,28/07/2017,13:30:00,156.72617,69150.45921,105182.312,-78325.02872,387.84653,223.9292,-0.65703
28/07/2017 13:45,28/07/2017,13:45:00,158.39108,69225.64315,106299.9665,-79748.52335,387.8937,223.96512,-0.65111
28/07/2017 14:00,28/07/2017,14:00:00,157.75548,69222.77075,105393.4978,-78604.36736,386.04519,222.8875,-0.65665
28/07/2017 14:15,28/07/2017,14:15:00,157.11521,68759.71832,104968.0542,-78466.48984,386.09389,222.92992,-0.65496
28/07/2017 14:30,28/07/2017,14:30:00,156.0516,69135.17726,103823.6609,-76571.29245,384.53209,222.02948,-0.66574
28/07/2017 14:45,28/07/2017,14:45:00,154.96492,66378.5872,102883.655,-77561.44036,383.61082,221.48109,-0.6445
28/07/2017 15:00,28/07/2017,15:00:00,152.36333,62460.82986,101801.976,-79244.49687,386.26589,223.01445,-0.61284
28/07/2017 15:15,28/07/2017,15:15:00,152.81524,63065.05612,102337.1554,-79437.58134,387.22614,223.57074,-0.61606
28/07/2017 15:30,28/07/2017,15:30:00,150.25506,60780.63841,100327.4559,-78642.80833,385.91896,222.81397,-0.60564
28/07/2017 15:45,28/07/2017,15:45:00,148.45428,56508.06714,99179.77092,-80217.19878,386.24775,223.00383,-0.56947
28/07/2017 16:00,28/07/2017,16:00:00,151.09607,51992.66432,101109.5629,-85621.63533,386.82993,223.34022,-0.51418
28/07/2017 16:15,28/07/2017,16:15:00,152.51643,51819.85009,102732.4578,-87610.03698,389.33554,224.78678,-0.50435
28/07/2017 16:30,28/07/2017,16:30:00,151.54206,50088.2566,101860.5133,-87522.88715,388.4867,224.29119,-0.49173
28/07/2017 16:45,28/07/2017,16:45:00,152.76784,50573.25265,102662.8905,-88149.16944,388.18254,224.10997,-0.49254
28/07/2017 17:00,28/07/2017,17:00:00,152.00385,50606.71667,102446.7668,-87897.03872,389.21525,224.70958,-0.49377
28/07/2017 17:15,28/07/2017,17:15:00,155.5547,52699.15738,104854.5082,-89479.65486,389.36442,224.80306,-0.50224
28/07/2017 17:30,28/07/2017,17:30:00,154.10869,49971.6668,104398.281,-90424.14878,391.50318,226.03773,-0.47774
28/07/2017 17:45,28/07/2017,17:45:00,151.42704,42640.49436,102868.866,-92496.64852,392.51239,226.62087,-0.41454
28/07/2017 18:00,28/07/2017,18:00:00,151.84261,42526.87452,102974.3583,-92695.23021,391.66698,226.13713,-0.41298
28/07/2017 18:15,28/07/2017,18:15:00,152.01132,42893.5365,102837.2914,-92474.90339,390.87147,225.69814,-0.4171
28/07/2017 18:30,28/07/2017,18:30:00,152.11025,42155.28398,103467.8381,-93508.77483,393.03794,226.92504,-0.40739
28/07/2017 18:45,28/07/2017,18:45:00,153.16532,43075.96884,103978.919,-93527.86667,392.21723,226.4502,-0.41421
28/07/2017 19:00,28/07/2017,19:00:00,154.5686,44018.94922,105417.6696,-94603.95573,394.07791,227.52459,-0.41741
28/07/2017 19:15,28/07/2017,19:15:00,154.56191,46685.38572,104995.3189,-93083.68125,392.53272,226.6326,-0.44459
28/07/2017 19:30,28/07/2017,19:30:00,151.83723,46676.24128,103165.3891,-91004.51424,392.52234,226.62643,-0.45238
28/07/2017 19:45,28/07/2017,19:45:00,151.062,45756.96415,102689.5094,-90902.4763,392.66553,226.70898,-0.44544
28/07/2017 20:00,28/07/2017,20:00:00,150.75316,44813.45556,102572.9112,-91191.55816,393.09353,226.95619,-0.43676
28/07/2017 20:15,28/07/2017,20:15:00,150.25565,45504.76428,102101.3737,-90392.36432,392.78705,226.77927,-0.44561
28/07/2017 20:30,28/07/2017,20:30:00,151.5635,49060.47487,102807.9659,-89465.57396,392.17383,226.42535,-0.47714
28/07/2017 20:45,28/07/2017,20:45:00,153.77021,52771.65907,103524.9352,-88164.40373,389.71144,225.00108,-0.50965
28/07/2017 21:00,28/07/2017,21:00:00,154.70802,55159.95859,104168.1579,-87583.76684,389.28366,224.75698,-0.52941
28/07/2017 21:15,28/07/2017,21:15:00,154.71101,56894.23234,103905.9816,-86205.17786,388.80176,224.47878,-0.54737
28/07/2017 21:30,28/07/2017,21:30:00,156.21937,58799.51254,104985.7149,-86310.38229,388.81273,224.48525,-0.55992
28/07/2017 21:45,28/07/2017,21:45:00,158.42364,60613.77305,106064.3179,-86324.19306,387.73933,223.86573,-0.57132
28/07/2017 22:00,28/07/2017,22:00:00,156.16399,57640.13403,104704.1187,-86777.28767,388.10403,224.07629,-0.55043
28/07/2017 22:15,28/07/2017,22:15:00,157.34777,58570.7398,105589.5328,-87192.95972,388.4544,224.27852,-0.55441
28/07/2017 22:30,28/07/2017,22:30:00,156.59363,57940.88194,105140.9985,-87124.62917,389.19107,224.70373,-0.55106
28/07/2017 22:45,28/07/2017,22:45:00,157.22994,58698.2023,105742.0915,-87271.35807,389.62246,224.95311,-0.5549
28/07/2017 23:00,28/07/2017,23:00:00,159.17497,59890.17457,107213.7667,-88205.63099,390.64898,225.54556,-0.55852
28/07/2017 23:15,28/07/2017,23:15:00,157.96046,58338.17253,106600.8971,-88547.04609,390.91446,225.69889,-0.54708
28/07/2017 23:30,28/07/2017,23:30:00,158.58328,58472.01406,107217.6714,-89261.69089,392.10543,226.38764,-0.5453
28/07/2017 23:45,28/07/2017,23:45:00,157.6497,57337.82769,106668.62,-89257.325,392.24757,226.4683,-0.53762
29/07/2017 00:00,29/07/2017,00:00:00,161.16473,59899.51497,108861.1691,-90219.32309,391.26539,225.90096,-0.55009
29/07/2017 00:15,29/07/2017,00:15:00,161.63511,59847.5974,109255.325,-90739.38767,391.31766,225.93113,-0.54765
29/07/2017 00:30,29/07/2017,00:30:00,160.02571,56668.53372,108383.4552,-91673.66259,391.75256,226.18226,-0.52253
29/07/2017 00:45,29/07/2017,00:45:00,161.76598,58731.70686,110037.3183,-92297.98281,393.41157,227.14003,-0.5336
29/07/2017 01:00,29/07/2017,01:00:00,159.94616,55249.64388,108837.4956,-93010.18142,393.5327,227.21017,-0.50756
29/07/2017 01:15,29/07/2017,01:15:00,157.95775,55080.22582,107539.305,-91523.85668,393.54303,227.21623,-0.51215
29/07/2017 01:30,29/07/2017,01:30:00,157.02727,54689.42101,106404.5009,-90621.96363,391.49392,226.03854,-0.51392
29/07/2017 01:45,29/07/2017,01:45:00,158.62803,56527.13958,107438.0551,-90727.05391,391.22121,225.8762,-0.526
29/07/2017 02:00,29/07/2017,02:00:00,158.13847,52282.13247,107249.537,-93007.32708,392.02315,226.33915,-0.48743
29/07/2017 02:15,29/07/2017,02:15:00,156.19364,49774.02591,105898.9145,-92834.87144,392.08603,226.37536,-0.46998
29/07/2017 02:30,29/07/2017,02:30:00,156.62668,48709.84518,106617.0721,-94215.64488,393.71992,227.31863,-0.45683
29/07/2017 02:45,29/07/2017,02:45:00,156.2003,49511.03698,106274.1116,-93448.72786,393.66905,227.28924,-0.46591
29/07/2017 03:00,29/07/2017,03:00:00,154.58634,47592.95855,104184.1265,-92194.11085,389.77525,225.04984,-0.45679
29/07/2017 03:15,29/07/2017,03:15:00,154.96684,48208.05065,104514.8537,-92218.02083,390.00025,225.188,-0.46119
29/07/2017 03:30,29/07/2017,03:30:00,153.56181,46567.50252,103598.8254,-92015.38845,389.97737,225.16079,-0.44943
29/07/2017 03:45,29/07/2017,03:45:00,154.03691,45997.54991,103860.3231,-92610.80712,390.01601,225.17989,-0.44282
29/07/2017 04:00,29/07/2017,04:00:00,154.1634,47278.06528,104478.5498,-92657.09236,391.81898,226.22087,-0.4525
29/07/2017 04:15,29/07/2017,04:15:00,154.35141,45351.69327,104644.6837,-93859.98464,392.10322,226.37565,-0.43331
29/07/2017 04:30,29/07/2017,04:30:00,154.3694,46904.18724,104560.1609,-92945.89132,391.5573,226.07933,-0.44848
29/07/2017 04:45,29/07/2017,04:45:00,153.90516,45300.80703,104494.6726,-93669.65573,392.53335,226.63319,-0.43349
29/07/2017 05:00,29/07/2017,05:00:00,154.66175,48730.55885,104853.7863,-92363.51311,391.84087,226.23332,-0.46468
29/07/2017 05:15,29/07/2017,05:15:00,156.67944,50126.05738,106734.9681,-93741.62934,393.50368,227.20574,-0.46959
29/07/2017 05:30,29/07/2017,05:30:00,154.38363,47790.80699,104736.3129,-92676.18724,392.45678,226.58935,-0.45616
29/07/2017 05:45,29/07/2017,05:45:00,153.64396,47185.90872,104358.3119,-92560.9678,392.62823,226.69873,-0.45208
29/07/2017 06:00,29/07/2017,06:00:00,152.97332,43897.71888,104140.0244,-93917.38168,393.5285,227.21498,-0.42156
29/07/2017 06:15,29/07/2017,06:15:00,157.30862,50559.37266,107464.2981,-94216.2454,394.82167,227.95474,-0.47002
29/07/2017 06:30,29/07/2017,06:30:00,153.68856,42954.20977,105215.8904,-95310.05017,395.59882,228.39636,-0.40832
29/07/2017 06:45,29/07/2017,06:45:00,155.44666,44173.62652,107165.0348,-96710.45122,398.36032,229.99151,-0.41206
29/07/2017 07:00,29/07/2017,07:00:00,153.67483,43196.04648,105199.7587,-95009.34752,395.94967,228.6085,-0.41063
29/07/2017 07:15,29/07/2017,07:15:00,153.07615,41735.97561,104634.8698,-95040.74696,395.68358,228.46819,-0.39891
29/07/2017 07:30,29/07/2017,07:30:00,152.43476,41196.4181,103924.8573,-94527.4697,394.74718,227.90793,-0.39638
29/07/2017 07:45,29/07/2017,07:45:00,154.49245,45738.97218,105161.8477,-93686.5112,393.71175,227.33658,-0.43448
29/07/2017 08:00,29/07/2017,08:00:00,152.82173,45182.80677,103914.5638,-92538.56727,393.71408,227.30482,-0.43468
29/07/2017 08:15,29/07/2017,08:15:00,152.9658,44389.15738,103469.8412,-92497.41589,391.29531,225.91607,-0.4289
29/07/2017 08:30,29/07/2017,08:30:00,151.72617,41428.09718,102206.6784,-92479.90226,389.91072,225.11959,-0.40531
29/07/2017 08:45,29/07/2017,08:45:00,152.31939,42644.96406,102493.3184,-92157.60955,389.36137,224.80165,-0.41567
29/07/2017 09:00,29/07/2017,09:00:00,153.94257,46297.07014,103682.9799,-91615.12578,389.89673,225.09088,-0.44581
29/07/2017 09:15,29/07/2017,09:15:00,152.17163,43647.27465,102878.9898,-92105.00781,391.07958,225.76931,-0.42426
29/07/2017 09:30,29/07/2017,09:30:00,153.21456,49797.82005,103708.9132,-89807.94314,391.15981,225.85071,-0.48014
29/07/2017 09:45,29/07/2017,09:45:00,151.27594,47946.83733,101664.0005,-88596.6191,388.60311,224.34996,-0.47157
29/07/2017 10:00,29/07/2017,10:00:00,149.78776,44973.49475,100962.1462,-89330.23863,389.7168,225.00956,-0.44531
29/07/2017 10:15,29/07/2017,10:15:00,148.55705,43349.12231,100206.1329,-89238.60017,389.97106,225.14311,-0.43259
29/07/2017 10:30,29/07/2017,10:30:00,149.84227,46274.17539,100906.4307,-88712.36606,389.73256,225.00499,-0.45848
29/07/2017 10:45,29/07/2017,10:45:00,148.76622,42589.51749,100403.9485,-90015.61701,390.57616,225.5022,-0.42412
29/07/2017 11:00,29/07/2017,11:00:00,154.33619,50605.12487,104336.4083,-90256.03568,390.89812,225.68806,-0.48466
29/07/2017 11:15,29/07/2017,11:15:00,150.89422,46767.66124,101297.9863,-88912.04141,388.6166,224.37098,-0.46158
29/07/2017 11:30,29/07/2017,11:30:00,150.70175,48233.74735,101480.0601,-88449.56224,389.76631,225.0396,-0.47521
29/07/2017 11:45,29/07/2017,11:45:00,150.24502,47016.99488,101381.3609,-88898.86684,390.28602,225.34476,-0.46376
29/07/2017 12:00,29/07/2017,12:00:00,154.96914,54729.37131,104682.4866,-88276.44757,390.4674,225.43958,-0.52247
29/07/2017 12:15,29/07/2017,12:15:00,151.699,48892.79514,102151.5093,-88705.85599,389.42587,224.81425,-0.47805
29/07/2017 12:30,29/07/2017,12:30:00,149.48354,46885.94106,100499.3681,-87931.23524,388.82841,224.50363,-0.46641
29/07/2017 12:45,29/07/2017,12:45:00,150.37817,46787.47014,101270.9092,-88894.58559,390.04996,225.19846,-0.46198
29/07/2017 13:00,29/07/2017,13:00:00,150.90777,48990.0967,101617.5568,-88028.30347,389.99759,225.1684,-0.48148
29/07/2017 13:15,29/07/2017,13:15:00,153.11797,52196.13967,103429.5687,-88300.83333,391.24027,225.88596,-0.50436
